year,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,gender,pct_admitted,pct_matriculated
2017,100654,1,3066.0,2704.0,515.0,3.0,518.0,Male,0.8819308545335942,0.1915680473372781
2017,100654,2,5544.0,5068.0,773.0,3.0,776.0,Female,0.9141414141414141,0.15311760063141278
2017,100654,99,8610.0,7772.0,1288.0,6.0,1294.0,Total,0.9026713124274099,0.1664951106536284
2017,100663,1,2729.0,2487.0,833.0,28.0,861.0,Male,0.9113228288750458,0.34620024125452353
2017,100663,2,4826.0,4449.0,1395.0,43.0,1438.0,Female,0.921881475341898,0.32321870083164755
2017,100663,99,7555.0,6936.0,2228.0,71.0,2299.0,Total,0.9180675049636002,0.3314590542099193
2017,100690,1,,,,,,Male,,
2017,100690,2,,,,,,Female,,
2017,100690,99,,,,,,Total,,
2017,100706,1,2466.0,2082.0,860.0,7.0,867.0,Male,0.8442822384428224,0.4164265129682997
2017,100706,2,1988.0,1536.0,481.0,4.0,485.0,Female,0.772635814889336,0.3157552083333333
2017,100706,99,4454.0,3618.0,1341.0,11.0,1352.0,Total,0.8123035473731477,0.3736871199557767
2017,100724,1,2136.0,2071.0,349.0,8.0,357.0,Male,0.9695692883895131,0.1723804925156929
2017,100724,2,4515.0,4438.0,602.0,8.0,610.0,Female,0.9829457364341085,0.13744930148715637
2017,100724,99,6842.0,6696.0,951.0,16.0,967.0,Total,0.9786612101724642,0.14441457586618878
2017,100733,1,,,,,,Male,,
2017,100733,2,,,,,,Female,,
2017,100733,99,,,,,,Total,,
2017,100751,1,14705.0,7992.0,3157.0,10.0,3167.0,Male,0.543488609316559,0.39627127127127126
2017,100751,2,23424.0,12329.0,4228.0,12.0,4240.0,Female,0.5263405054644809,0.34390461513504744
2017,100751,99,38129.0,20321.0,7385.0,22.0,7407.0,Total,0.5329539195887645,0.364499778554205
2017,100760,1,,,,,,Male,,
2017,100760,2,,,,,,Female,,
2017,100760,99,,,,,,Total,,
2017,100812,1,,,,,,Male,,
2017,100812,2,,,,,,Female,,
2017,100812,99,,,,,,Total,,
2017,100830,1,841.0,715.0,265.0,11.0,276.0,Male,0.8501783590963139,0.386013986013986
2017,100830,2,1633.0,1327.0,383.0,14.0,397.0,Female,0.812614819350888,0.29917106254709874
2017,100830,99,2474.0,2042.0,648.0,25.0,673.0,Total,0.8253839935327405,0.3295788442703232
2017,100858,1,7841.0,6576.0,2216.0,45.0,2261.0,Male,0.8386685371763806,0.34382603406326034
2017,100858,2,10231.0,8592.0,2555.0,20.0,2575.0,Female,0.8398006060013684,0.2996973929236499
2017,100858,99,18072.0,15168.0,4771.0,65.0,4836.0,Total,0.8393094289508632,0.3188291139240506
2017,100937,1,1098.0,726.0,183.0,,183.0,Male,0.6612021857923497,0.25206611570247933
2017,100937,2,1461.0,857.0,166.0,,166.0,Female,0.5865845311430528,0.19369894982497082
2017,100937,99,2559.0,1583.0,349.0,,349.0,Total,0.6186010160218836,0.2204674668351232
2017,101028,1,,,,,,Male,,
2017,101028,2,,,,,,Female,,
2017,101028,99,,,,,,Total,,
2017,101073,1,,,,,,Male,,
2017,101073,2,,,,,,Female,,
2017,101073,99,,,,,,Total,,
2017,101116,1,,,,,,Male,,
2017,101116,2,,,,,,Female,,
2017,101116,99,,,,,,Total,,
2017,101143,1,,,,,,Male,,
2017,101143,2,,,,,,Female,,
2017,101143,99,,,,,,Total,,
2017,101161,1,,,,,,Male,,
2017,101161,2,,,,,,Female,,
2017,101161,99,,,,,,Total,,
2017,101189,1,878.0,484.0,153.0,9.0,162.0,Male,0.55125284738041,0.3347107438016529
2017,101189,2,1457.0,707.0,158.0,13.0,171.0,Female,0.4852436513383665,0.24186704384724186
2017,101189,99,2335.0,1191.0,311.0,22.0,333.0,Total,0.5100642398286938,0.2795969773299748
2017,101240,1,,,,,,Male,,
2017,101240,2,,,,,,Female,,
2017,101240,99,,,,,,Total,,
2017,101277,1,,,,,,Male,,
2017,101277,2,,,,,,Female,,
2017,101277,99,,,,,,Total,,
2017,101286,1,,,,,,Male,,
2017,101286,2,,,,,,Female,,
2017,101286,99,,,,,,Total,,
2017,101295,1,,,,,,Male,,
2017,101295,2,,,,,,Female,,
2017,101295,99,,,,,,Total,,
2017,101301,1,,,,,,Male,,
2017,101301,2,,,,,,Female,,
2017,101301,99,,,,,,Total,,
2017,101365,1,36.0,34.0,1.0,27.0,28.0,Male,0.9444444444444444,0.8235294117647058
2017,101365,2,71.0,47.0,7.0,16.0,23.0,Female,0.6619718309859155,0.48936170212765956
2017,101365,99,107.0,81.0,8.0,43.0,51.0,Total,0.7570093457943925,0.6296296296296297
2017,101435,1,1119.0,585.0,155.0,0.0,155.0,Male,0.5227882037533512,0.26495726495726496
2017,101435,2,955.0,576.0,139.0,0.0,139.0,Female,0.6031413612565445,0.24131944444444445
2017,101435,99,2074.0,1161.0,294.0,0.0,294.0,Total,0.559787849566056,0.2532299741602067
2017,101453,1,6.0,6.0,6.0,0.0,6.0,Male,1.0,1.0
2017,101453,2,0.0,,,,,Female,,
2017,101453,99,6.0,6.0,6.0,0.0,6.0,Total,1.0,1.0
2017,101462,1,,,,,,Male,,
2017,101462,2,,,,,,Female,,
2017,101462,99,,,,,,Total,,
2017,101471,1,,,,,,Male,,
2017,101471,2,,,,,,Female,,
2017,101471,99,,,,,,Total,,
2017,101480,1,2379.0,1312.0,447.0,12.0,459.0,Male,0.5514922236233711,0.34984756097560976
2017,101480,2,3626.0,1932.0,668.0,20.0,688.0,Female,0.5328185328185329,0.35610766045548653
2017,101480,99,6005.0,3244.0,1115.0,32.0,1147.0,Total,0.5402164862614488,0.3535758323057953
2017,101499,1,,,,,,Male,,
2017,101499,2,,,,,,Female,,
2017,101499,99,,,,,,Total,,
2017,101505,1,,,,,,Male,,
2017,101505,2,,,,,,Female,,
2017,101505,99,,,,,,Total,,
2017,101514,1,,,,,,Male,,
2017,101514,2,,,,,,Female,,
2017,101514,99,,,,,,Total,,
2017,101541,1,3.0,1.0,,,0.0,Male,0.3333333333333333,0.0
2017,101541,2,494.0,251.0,65.0,1.0,66.0,Female,0.5080971659919028,0.26294820717131473
2017,101541,99,497.0,252.0,65.0,1.0,66.0,Total,0.5070422535211268,0.2619047619047619
2017,101569,1,,,,,,Male,,
2017,101569,2,,,,,,Female,,
2017,101569,99,,,,,,Total,,
2017,101587,1,2685.0,796.0,187.0,0.0,187.0,Male,0.2964618249534451,0.23492462311557788
2017,101587,2,4703.0,1288.0,273.0,1.0,274.0,Female,0.27386774399319586,0.2127329192546584
2017,101587,99,7388.0,2084.0,460.0,1.0,461.0,Total,0.2820790471034109,0.22120921305182342
2017,101602,1,,,,,,Male,,
2017,101602,2,,,,,,Female,,
2017,101602,99,,,,,,Total,,
2017,101648,1,711.0,438.0,211.0,,211.0,Male,0.6160337552742616,0.4817351598173516
2017,101648,2,354.0,157.0,70.0,,70.0,Female,0.4435028248587571,0.445859872611465
2017,101648,99,1065.0,595.0,281.0,,281.0,Total,0.5586854460093896,0.4722689075630252
2017,101675,1,,,,,,Male,,
2017,101675,2,,,,,,Female,,
2017,101675,99,,,,,,Total,,
2017,101693,1,496.0,253.0,95.0,1.0,96.0,Male,0.5100806451612904,0.3794466403162055
2017,101693,2,997.0,449.0,132.0,0.0,132.0,Female,0.45035105315947843,0.29398663697104677
2017,101693,99,1493.0,702.0,227.0,1.0,228.0,Total,0.47019423978566643,0.3247863247863248
2017,101709,1,615.0,401.0,178.0,1.0,179.0,Male,0.6520325203252032,0.4463840399002494
2017,101709,2,1253.0,844.0,304.0,4.0,308.0,Female,0.6735833998403831,0.36492890995260663
2017,101709,99,1944.0,1253.0,482.0,5.0,487.0,Total,0.6445473251028807,0.38866719872306466
2017,101736,1,,,,,,Male,,
2017,101736,2,,,,,,Female,,
2017,101736,99,,,,,,Total,,
2017,101879,1,1507.0,1021.0,403.0,7.0,410.0,Male,0.6775049767750497,0.4015670910871694
2017,101879,2,2462.0,1766.0,705.0,13.0,718.0,Female,0.7173030056864338,0.40656851642129105
2017,101879,99,3969.0,2787.0,1108.0,20.0,1128.0,Total,0.7021919879062736,0.4047362755651238
2017,101897,1,,,,,,Male,,
2017,101897,2,,,,,,Female,,
2017,101897,99,,,,,,Total,,
2017,101912,1,966.0,443.0,145.0,1.0,146.0,Male,0.458592132505176,0.3295711060948081
2017,101912,2,1507.0,721.0,221.0,1.0,222.0,Female,0.47843397478433974,0.3079056865464632
2017,101912,99,2473.0,1164.0,366.0,2.0,368.0,Total,0.47068338050950265,0.3161512027491409
2017,101949,1,,,,,,Male,,
2017,101949,2,,,,,,Female,,
2017,101949,99,,,,,,Total,,
2017,101958,1,,,,,,Male,,
2017,101958,2,,,,,,Female,,
2017,101958,99,,,,,,Total,,
2017,101994,1,,,,,,Male,,
2017,101994,2,,,,,,Female,,
2017,101994,99,,,,,,Total,,
2017,102030,1,,,,,,Male,,
2017,102030,2,,,,,,Female,,
2017,102030,99,,,,,,Total,,
2017,102049,1,1262.0,1020.0,277.0,0.0,277.0,Male,0.8082408874801902,0.27156862745098037
2017,102049,2,2546.0,2148.0,580.0,0.0,580.0,Female,0.8436763550667714,0.27001862197392923
2017,102049,99,3808.0,3168.0,857.0,0.0,857.0,Total,0.8319327731092437,0.27051767676767674
2017,102058,1,,,,,,Male,,
2017,102058,2,,,,,,Female,,
2017,102058,99,,,,,,Total,,
2017,102067,1,,,,,,Male,,
2017,102067,2,,,,,,Female,,
2017,102067,99,,,,,,Total,,
2017,102076,1,,,,,,Male,,
2017,102076,2,,,,,,Female,,
2017,102076,99,,,,,,Total,,
2017,102094,1,2247.0,1781.0,723.0,6.0,729.0,Male,0.7926123720516244,0.40932060640089835
2017,102094,2,3651.0,3060.0,1147.0,10.0,1157.0,Female,0.838126540673788,0.3781045751633987
2017,102094,99,5898.0,4841.0,1870.0,16.0,1886.0,Total,0.8207867073584266,0.38958892790745714
2017,102234,1,2771.0,1271.0,145.0,,145.0,Male,0.45867917719234935,0.11408339889850512
2017,102234,2,5773.0,2632.0,250.0,,250.0,Female,0.45591546856054044,0.09498480243161095
2017,102234,99,8544.0,3903.0,395.0,,395.0,Total,0.456811797752809,0.10120420189597745
2017,102261,1,,,,,,Male,,
2017,102261,2,,,,,,Female,,
2017,102261,99,,,,,,Total,,
2017,102270,1,1661.0,762.0,47.0,43.0,90.0,Male,0.4587597832630945,0.11811023622047244
2017,102270,2,3427.0,1696.0,71.0,2.0,73.0,Female,0.49489349285089,0.04304245283018868
2017,102270,99,5123.0,2465.0,118.0,45.0,163.0,Total,0.48116338083154403,0.06612576064908722
2017,102298,1,,,,,,Male,,
2017,102298,2,,,,,,Female,,
2017,102298,99,,,,,,Total,,
2017,102313,1,,,,,,Male,,
2017,102313,2,,,,,,Female,,
2017,102313,99,,,,,,Total,,
2017,102368,1,2915.0,2586.0,793.0,114.0,907.0,Male,0.8871355060034305,0.35073472544470224
2017,102368,2,4452.0,3906.0,1105.0,148.0,1253.0,Female,0.8773584905660378,0.3207885304659498
2017,102368,99,7367.0,6492.0,1898.0,262.0,2160.0,Total,0.8812270937966608,0.33271719038817005
2017,102377,1,3570.0,1724.0,272.0,1.0,273.0,Male,0.48291316526610645,0.1583526682134571
2017,102377,2,7390.0,3791.0,476.0,0.0,476.0,Female,0.5129905277401895,0.12556053811659193
2017,102377,99,10960.0,5515.0,748.0,1.0,749.0,Total,0.5031934306569343,0.1358114233907525
2017,102395,1,,,,,,Male,,
2017,102395,2,,,,,,Female,,
2017,102395,99,,,,,,Total,,
2017,102429,1,,,,,,Male,,
2017,102429,2,,,,,,Female,,
2017,102429,99,,,,,,Total,,
2017,102553,1,1669.0,1353.0,614.0,230.0,844.0,Male,0.8106650689035351,0.6237989652623799
2017,102553,2,2047.0,1725.0,730.0,303.0,1033.0,Female,0.8426966292134831,0.5988405797101449
2017,102553,99,3716.0,3078.0,1344.0,533.0,1877.0,Total,0.8283100107642627,0.6098115659519169
2017,102580,1,,,,,,Male,,
2017,102580,2,,,,,,Female,,
2017,102580,99,,,,,,Total,,
2017,102614,1,717.0,559.0,311.0,63.0,374.0,Male,0.7796373779637378,0.669051878354204
2017,102614,2,914.0,692.0,327.0,103.0,430.0,Female,0.7571115973741794,0.6213872832369942
2017,102614,99,1631.0,1251.0,638.0,166.0,804.0,Total,0.7670141017780503,0.6426858513189448
2017,102632,1,182.0,137.0,74.0,13.0,87.0,Male,0.7527472527472527,0.635036496350365
2017,102632,2,267.0,182.0,81.0,25.0,106.0,Female,0.6816479400749064,0.5824175824175825
2017,102632,99,449.0,319.0,155.0,38.0,193.0,Total,0.7104677060133631,0.6050156739811913
2017,102669,1,145.0,119.0,7.0,0.0,7.0,Male,0.8206896551724138,0.058823529411764705
2017,102669,2,305.0,268.0,21.0,3.0,24.0,Female,0.8786885245901639,0.08955223880597014
2017,102669,99,450.0,387.0,28.0,3.0,31.0,Total,0.86,0.08010335917312661
2017,102711,1,,,,,,Male,,
2017,102711,2,,,,,,Female,,
2017,102711,99,,,,,,Total,,
2017,102845,1,,,,,,Male,,
2017,102845,2,,,,,,Female,,
2017,102845,99,,,,,,Total,,
2017,103501,1,,,,,,Male,,
2017,103501,2,,,,,,Female,,
2017,103501,99,,,,,,Total,,
2017,103529,1,,,,,,Male,,
2017,103529,2,,,,,,Female,,
2017,103529,99,,,,,,Total,,
2017,103741,1,,,,,,Male,,
2017,103741,2,,,,,,Female,,
2017,103741,99,,,,,,Total,,
2017,103778,1,,,,,,Male,,
2017,103778,2,,,,,,Female,,
2017,103778,99,,,,,,Total,,
2017,103811,1,,,,,,Male,,
2017,103811,2,,,,,,Female,,
2017,103811,99,,,,,,Total,,
2017,103893,1,54.0,38.0,16.0,,16.0,Male,0.7037037037037037,0.42105263157894735
2017,103893,2,283.0,200.0,106.0,,106.0,Female,0.7067137809187279,0.53
2017,103893,99,337.0,238.0,122.0,,122.0,Total,0.7062314540059347,0.5126050420168067
2017,103909,1,42.0,21.0,12.0,0.0,12.0,Male,0.5,0.5714285714285714
2017,103909,2,222.0,125.0,58.0,0.0,58.0,Female,0.5630630630630631,0.464
2017,103909,99,264.0,146.0,70.0,0.0,70.0,Total,0.553030303030303,0.4794520547945205
2017,103927,1,24.0,21.0,16.0,,16.0,Male,0.875,0.7619047619047619
2017,103927,2,67.0,65.0,41.0,,41.0,Female,0.9701492537313433,0.6307692307692307
2017,103927,99,91.0,86.0,57.0,,57.0,Total,0.945054945054945,0.6627906976744186
2017,103945,1,,,,,,Male,,
2017,103945,2,,,,,,Female,,
2017,103945,99,,,,,,Total,,
2017,103954,1,,,,,,Male,,
2017,103954,2,,,,,,Female,,
2017,103954,99,,,,,,Total,,
2017,103963,1,,,,,,Male,,
2017,103963,2,,,,,,Female,,
2017,103963,99,,,,,,Total,,
2017,104090,1,,,,,,Male,,
2017,104090,2,,,,,,Female,,
2017,104090,99,,,,,,Total,,
2017,104151,1,12627.0,10495.0,4224.0,25.0,4249.0,Male,0.8311554605211056,0.4048594568842306
2017,104151,2,11500.0,9807.0,3598.0,27.0,3625.0,Female,0.8527826086956521,0.3696339349444274
2017,104151,99,24127.0,20302.0,7822.0,52.0,7874.0,Total,0.8414639200895263,0.38784356221061966
2017,104160,1,,,,,,Male,,
2017,104160,2,,,,,,Female,,
2017,104160,99,,,,,,Total,,
2017,104179,1,14743.0,12082.0,2654.0,667.0,3321.0,Male,0.8195075629112121,0.2748717099817911
2017,104179,2,18865.0,16007.0,3248.0,791.0,4039.0,Female,0.848502517890273,0.2523271068907353
2017,104179,99,33608.0,28089.0,5902.0,1458.0,7360.0,Total,0.8357831468697929,0.262024279967247
2017,104188,1,,,,,,Male,,
2017,104188,2,,,,,,Female,,
2017,104188,99,,,,,,Total,,
2017,104346,1,,,,,,Male,,
2017,104346,2,,,,,,Female,,
2017,104346,99,,,,,,Total,,
2017,104364,1,,,,,,Male,,
2017,104364,2,,,,,,Female,,
2017,104364,99,,,,,,Total,,
2017,104391,1,,,,,,Male,,
2017,104391,2,,,,,,Female,,
2017,104391,99,,,,,,Total,,
2017,104425,1,,,,,,Male,,
2017,104425,2,,,,,,Female,,
2017,104425,99,,,,,,Total,,
2017,104434,1,,,,,,Male,,
2017,104434,2,,,,,,Female,,
2017,104434,99,,,,,,Total,,
2017,104443,1,,,,,,Male,,
2017,104443,2,,,,,,Female,,
2017,104443,99,,,,,,Total,,
2017,104504,1,,,,,,Male,,
2017,104504,2,,,,,,Female,,
2017,104504,99,,,,,,Total,,
2017,104568,1,,,,,,Male,,
2017,104568,2,,,,,,Female,,
2017,104568,99,,,,,,Total,,
2017,104577,1,,,,,,Male,,
2017,104577,2,,,,,,Female,,
2017,104577,99,,,,,,Total,,
2017,104586,1,1604.0,1234.0,506.0,2.0,508.0,Male,0.7693266832917706,0.41166936790923825
2017,104586,2,564.0,425.0,172.0,1.0,173.0,Female,0.7535460992907801,0.40705882352941175
2017,104586,99,2168.0,1659.0,678.0,3.0,681.0,Total,0.7652214022140221,0.4104882459312839
2017,104665,1,,,,,,Male,,
2017,104665,2,,,,,,Female,,
2017,104665,99,,,,,,Total,,
2017,104708,1,,,,,,Male,,
2017,104708,2,,,,,,Female,,
2017,104708,99,,,,,,Total,,
2017,104717,1,9009.0,7190.0,1040.0,258.0,1298.0,Male,0.7980907980907981,0.18052851182197496
2017,104717,2,18053.0,14152.0,1608.0,609.0,2217.0,Female,0.7839140309089901,0.15665630299604297
2017,104717,99,32734.0,21906.0,2648.0,867.0,3515.0,Total,0.66921243966518,0.1604583219209349
2017,104911,1,,,,,,Male,,
2017,104911,2,,,,,,Female,,
2017,104911,99,,,,,,Total,,
2017,105136,1,,,,,,Male,,
2017,105136,2,,,,,,Female,,
2017,105136,99,,,,,,Total,,
2017,105145,1,,,,,,Male,,
2017,105145,2,,,,,,Female,,
2017,105145,99,,,,,,Total,,
2017,105154,1,,,,,,Male,,
2017,105154,2,,,,,,Female,,
2017,105154,99,,,,,,Total,,
2017,105163,1,,,,,,Male,,
2017,105163,2,,,,,,Female,,
2017,105163,99,,,,,,Total,,
2017,105172,1,,,,,,Male,,
2017,105172,2,,,,,,Female,,
2017,105172,99,,,,,,Total,,
2017,105206,1,,,,,,Male,,
2017,105206,2,,,,,,Female,,
2017,105206,99,,,,,,Total,,
2017,105215,1,,,,,,Male,,
2017,105215,2,,,,,,Female,,
2017,105215,99,,,,,,Total,,
2017,105297,1,,,,,,Male,,
2017,105297,2,,,,,,Female,,
2017,105297,99,,,,,,Total,,
2017,105330,1,13957.0,10823.0,1897.0,329.0,2226.0,Male,0.7754531776169664,0.20567310357571839
2017,105330,2,22918.0,18989.0,3364.0,310.0,3674.0,Female,0.8285627018064403,0.193480436041919
2017,105330,99,36875.0,29812.0,5261.0,639.0,5900.0,Total,0.8084610169491525,0.19790688313430832
2017,105349,1,,,,,,Male,,
2017,105349,2,,,,,,Female,,
2017,105349,99,,,,,,Total,,
2017,105367,1,,,,,,Male,,
2017,105367,2,,,,,,Female,,
2017,105367,99,,,,,,Total,,
2017,105428,1,,,,,,Male,,
2017,105428,2,,,,,,Female,,
2017,105428,99,,,,,,Total,,
2017,105482,1,,,,,,Male,,
2017,105482,2,,,,,,Female,,
2017,105482,99,,,,,,Total,,
2017,105525,1,,,,,,Male,,
2017,105525,2,,,,,,Female,,
2017,105525,99,,,,,,Total,,
2017,105534,1,,,,,,Male,,
2017,105534,2,,,,,,Female,,
2017,105534,99,,,,,,Total,,
2017,105543,1,,,,,,Male,,
2017,105543,2,,,,,,Female,,
2017,105543,99,,,,,,Total,,
2017,105589,1,124.0,115.0,21.0,,21.0,Male,0.9274193548387096,0.1826086956521739
2017,105589,2,277.0,267.0,44.0,,44.0,Female,0.9638989169675091,0.1647940074906367
2017,105589,99,401.0,382.0,65.0,,65.0,Total,0.9526184538653366,0.17015706806282724
2017,105659,1,,,,,,Male,,
2017,105659,2,,,,,,Female,,
2017,105659,99,,,,,,Total,,
2017,105668,1,,,,,,Male,,
2017,105668,2,,,,,,Female,,
2017,105668,99,,,,,,Total,,
2017,105677,1,,,,,,Male,,
2017,105677,2,,,,,,Female,,
2017,105677,99,,,,,,Total,,
2017,105701,1,,,,,,Male,,
2017,105701,2,,,,,,Female,,
2017,105701,99,,,,,,Total,,
2017,105747,1,,,,,,Male,,
2017,105747,2,,,,,,Female,,
2017,105747,99,,,,,,Total,,
2017,105792,1,,,,,,Male,,
2017,105792,2,,,,,,Female,,
2017,105792,99,,,,,,Total,,
2017,105899,1,383.0,247.0,84.0,1.0,85.0,Male,0.6449086161879896,0.3441295546558704
2017,105899,2,216.0,139.0,68.0,0.0,68.0,Female,0.6435185185185185,0.4892086330935252
2017,105899,99,599.0,386.0,152.0,1.0,153.0,Total,0.6444073455759599,0.3963730569948187
2017,105987,1,,,,,,Male,,
2017,105987,2,,,,,,Female,,
2017,105987,99,,,,,,Total,,
2017,106041,1,,,,,,Male,,
2017,106041,2,,,,,,Female,,
2017,106041,99,,,,,,Total,,
2017,106102,1,,,,,,Male,,
2017,106102,2,,,,,,Female,,
2017,106102,99,,,,,,Total,,
2017,106111,1,,,,,,Male,,
2017,106111,2,,,,,,Female,,
2017,106111,99,,,,,,Total,,
2017,106148,1,,,,,,Male,,
2017,106148,2,,,,,,Female,,
2017,106148,99,,,,,,Total,,
2017,106245,1,895.0,669.0,300.0,22.0,322.0,Male,0.7474860335195531,0.4813153961136024
2017,106245,2,1214.0,905.0,397.0,23.0,420.0,Female,0.7454695222405272,0.46408839779005523
2017,106245,99,2109.0,1574.0,697.0,45.0,742.0,Total,0.7463252726410621,0.4714104193138501
2017,106263,1,,,,,,Male,,
2017,106263,2,,,,,,Female,,
2017,106263,99,,,,,,Total,,
2017,106306,1,,,,,,Male,,
2017,106306,2,,,,,,Female,,
2017,106306,99,,,,,,Total,,
2017,106315,1,,,,,,Male,,
2017,106315,2,,,,,,Female,,
2017,106315,99,,,,,,Total,,
2017,106324,1,,,,,,Male,,
2017,106324,2,,,,,,Female,,
2017,106324,99,,,,,,Total,,
2017,106342,1,967.0,595.0,106.0,,106.0,Male,0.6153050672182007,0.1781512605042017
2017,106342,2,682.0,464.0,84.0,,84.0,Female,0.6803519061583577,0.1810344827586207
2017,106342,99,1650.0,1059.0,190.0,,190.0,Total,0.6418181818181818,0.1794145420207743
2017,106351,1,,,,,,Male,,
2017,106351,2,,,,,,Female,,
2017,106351,99,,,,,,Total,,
2017,106360,1,,,,,,Male,,
2017,106360,2,,,,,,Female,,
2017,106360,99,,,,,,Total,,
2017,106397,1,9036.0,5945.0,2270.0,13.0,2283.0,Male,0.6579238601150952,0.3840201850294365
2017,106397,2,12679.0,8379.0,2762.0,21.0,2783.0,Female,0.6608565344270053,0.33213987349325697
2017,106397,99,21715.0,14324.0,5032.0,34.0,5066.0,Total,0.6596361961777573,0.353672158614912
2017,106412,1,1678.0,714.0,194.0,3.0,197.0,Male,0.42550655542312277,0.2759103641456583
2017,106412,2,2715.0,1337.0,313.0,4.0,317.0,Female,0.49244935543278084,0.23709798055347794
2017,106412,99,4393.0,2051.0,507.0,7.0,514.0,Total,0.46687912588208513,0.2506094588005851
2017,106449,1,,,,,,Male,,
2017,106449,2,,,,,,Female,,
2017,106449,99,,,,,,Total,,
2017,106458,1,2348.0,1525.0,562.0,11.0,573.0,Male,0.649488926746167,0.37573770491803277
2017,106458,2,3335.0,2227.0,843.0,11.0,854.0,Female,0.6677661169415292,0.3834755276156264
2017,106458,99,5683.0,3752.0,1405.0,22.0,1427.0,Total,0.6602146753475278,0.3803304904051173
2017,106467,1,2214.0,2084.0,877.0,32.0,909.0,Male,0.941282746160795,0.43618042226487524
2017,106467,2,2792.0,2659.0,880.0,57.0,937.0,Female,0.9523638968481375,0.35238811583301993
2017,106467,99,5006.0,4743.0,1757.0,89.0,1846.0,Total,0.9474630443467839,0.38920514442336074
2017,106485,1,,,,,,Male,,
2017,106485,2,,,,,,Female,,
2017,106485,99,,,,,,Total,,
2017,106494,1,,,,,,Male,,
2017,106494,2,,,,,,Female,,
2017,106494,99,,,,,,Total,,
2017,106546,1,6.0,6.0,4.0,,4.0,Male,1.0,0.6666666666666666
2017,106546,2,10.0,5.0,3.0,,3.0,Female,0.5,0.6
2017,106546,99,16.0,11.0,7.0,,7.0,Total,0.6875,0.6363636363636364
2017,106625,1,,,,,,Male,,
2017,106625,2,,,,,,Female,,
2017,106625,99,,,,,,Total,,
2017,106704,1,1959.0,1700.0,718.0,4.0,722.0,Male,0.8677896886166412,0.42470588235294116
2017,106704,2,3403.0,3123.0,1209.0,6.0,1215.0,Female,0.9177196591243021,0.38904899135446686
2017,106704,99,5362.0,4823.0,1927.0,10.0,1937.0,Total,0.8994778067885117,0.40161725067385445
2017,106713,1,230.0,148.0,89.0,0.0,89.0,Male,0.6434782608695652,0.6013513513513513
2017,106713,2,149.0,108.0,47.0,0.0,47.0,Female,0.7248322147651006,0.4351851851851852
2017,106713,99,379.0,256.0,136.0,0.0,136.0,Total,0.6754617414248021,0.53125
2017,106795,1,,,,,,Male,,
2017,106795,2,,,,,,Female,,
2017,106795,99,,,,,,Total,,
2017,106810,1,,,,,,Male,,
2017,106810,2,,,,,,Female,,
2017,106810,99,,,,,,Total,,
2017,106829,1,,,,,,Male,,
2017,106829,2,,,,,,Female,,
2017,106829,99,,,,,,Total,,
2017,106883,1,,,,,,Male,,
2017,106883,2,,,,,,Female,,
2017,106883,99,,,,,,Total,,
2017,106892,1,,,,,,Male,,
2017,106892,2,,,,,,Female,,
2017,106892,99,,,,,,Total,,
2017,106908,1,,,,,,Male,,
2017,106908,2,,,,,,Female,,
2017,106908,99,,,,,,Total,,
2017,106980,1,,,,,,Male,,
2017,106980,2,,,,,,Female,,
2017,106980,99,,,,,,Total,,
2017,106999,1,,,,,,Male,,
2017,106999,2,,,,,,Female,,
2017,106999,99,,,,,,Total,,
2017,107044,1,888.0,635.0,408.0,1.0,409.0,Male,0.7150900900900901,0.6440944881889764
2017,107044,2,1135.0,824.0,536.0,0.0,536.0,Female,0.7259911894273128,0.6504854368932039
2017,107044,99,2023.0,1459.0,944.0,1.0,945.0,Total,0.7212061295106278,0.6477039067854695
2017,107071,1,931.0,772.0,280.0,1.0,281.0,Male,0.8292158968850698,0.3639896373056995
2017,107071,2,1436.0,1114.0,335.0,1.0,336.0,Female,0.775766016713092,0.3016157989228007
2017,107071,99,2367.0,1886.0,615.0,2.0,617.0,Total,0.7967891846218842,0.3271474019088017
2017,107080,1,656.0,524.0,168.0,,168.0,Male,0.7987804878048781,0.32061068702290074
2017,107080,2,809.0,645.0,170.0,,170.0,Female,0.7972805933250927,0.26356589147286824
2017,107080,99,1465.0,1169.0,338.0,,338.0,Total,0.7979522184300342,0.2891360136869119
2017,107099,1,,,,,,Male,,
2017,107099,2,,,,,,Female,,
2017,107099,99,,,,,,Total,,
2017,107123,1,,,,,,Male,,
2017,107123,2,,,,,,Female,,
2017,107123,99,,,,,,Total,,
2017,107141,1,410.0,327.0,152.0,,152.0,Male,0.7975609756097561,0.4648318042813456
2017,107141,2,788.0,581.0,174.0,,174.0,Female,0.7373096446700508,0.29948364888123924
2017,107141,99,1198.0,908.0,326.0,,326.0,Total,0.7579298831385642,0.3590308370044053
2017,107220,1,,,,,,Male,,
2017,107220,2,,,,,,Female,,
2017,107220,99,,,,,,Total,,
2017,107293,1,,,,,,Male,,
2017,107293,2,,,,,,Female,,
2017,107293,99,,,,,,Total,,
2017,107318,1,,,,,,Male,,
2017,107318,2,,,,,,Female,,
2017,107318,99,,,,,,Total,,
2017,107327,1,,,,,,Male,,
2017,107327,2,,,,,,Female,,
2017,107327,99,,,,,,Total,,
2017,107442,1,,,,,,Male,,
2017,107442,2,,,,,,Female,,
