year,unitid,reqt_test_scores,open_admissions_policy,reqt_hs_gpa,reqt_recommendations,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2016,177940,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,177968,Required,No,Required,Recommended,185.0,18.0,786.0,78.0,450.0,550.0,470.0,580.0,20.0,25.0,19.0,25.0,19.0,25.0,,,,
2016,177977,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,177986,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,177995,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178004,Required,No,Neither required nor recommended,Neither required nor recommended,0.0,0.0,2.0,67.0,,,,,19.0,23.0,19.0,23.0,21.0,23.0,,,,
2016,178059,Required,No,Required,Recommended,55.0,10.0,462.0,83.0,440.0,550.0,460.0,600.0,22.0,27.0,21.0,27.0,21.0,26.0,,,,
2016,178077,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178110,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178183,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178208,Required,No,Required,Required,5.0,8.0,30.0,46.0,510.0,640.0,480.0,540.0,19.0,25.0,19.0,28.0,17.0,24.0,,,,
2016,178217,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178244,Required,No,Required,Required,23.0,8.0,266.0,93.0,410.0,540.0,410.0,520.0,18.0,23.0,17.0,23.0,16.0,23.0,,,,
2016,178262,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178305,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178314,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178341,Required,No,Required,Neither required nor recommended,0.0,0.0,1008.0,95.0,,,,,18.0,24.0,17.0,24.0,17.0,23.0,,,,
2016,178369,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2016,178387,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178396,Required,No,Recommended,Neither required nor recommended,320.0,7.0,4543.0,95.0,500.0,640.0,520.0,650.0,23.0,29.0,23.0,30.0,22.0,27.0,,,,
2016,178402,Required,No,Required,Considered,43.0,4.0,974.0,93.0,500.0,660.0,480.0,640.0,21.0,28.0,20.0,27.0,20.0,29.0,,,,
2016,178411,Required,No,Required,Recommended,38.0,3.0,1446.0,98.0,583.0,678.0,603.0,698.0,25.0,31.0,24.0,31.0,25.0,30.0,,,,
2016,178420,Required,No,Required,Considered,17.0,3.0,416.0,94.0,470.0,520.0,470.0,560.0,21.0,27.0,21.0,27.0,19.0,26.0,,,,
2016,178439,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178448,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178466,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2016,178484,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178518,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178527,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178615,Required,No,Required,Neither required nor recommended,51.0,4.0,1176.0,93.0,550.0,680.0,520.0,650.0,24.0,30.0,24.0,32.0,23.0,28.0,,,,
2016,178624,Required,No,Required,Neither required nor recommended,74.0,5.0,1303.0,93.0,390.0,500.0,490.0,610.0,20.0,25.0,18.0,25.0,19.0,25.0,,,,
2016,178679,Required,No,Required,Required,14.0,12.0,102.0,88.0,460.0,570.0,450.0,565.0,19.0,26.0,19.0,26.0,18.0,26.0,,,,
2016,178697,Required,No,Required,Required,14.0,4.0,377.0,98.0,525.0,566.0,500.0,593.0,21.0,25.0,20.0,26.0,19.0,25.0,,,,
2016,178721,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2016,178767,Neither required nor recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2016,178828,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178891,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,178989,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179043,Required,No,Required,Recommended,16.0,4.0,395.0,98.0,518.0,593.0,468.0,573.0,23.0,28.0,20.0,27.0,23.0,29.0,,,,
2016,179052,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2016,179070,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179159,Required,No,Required,Recommended,213.0,14.0,1380.0,90.0,540.0,660.0,570.0,670.0,25.0,31.0,25.0,33.0,24.0,29.0,,,,
2016,179195,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179229,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179238,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179256,Required,No,Required,Required,0.0,0.0,14.0,76.0,,,,,14.0,18.0,14.0,18.0,14.0,18.0,,,,
2016,179265,Required,No,Required,Required,4.0,3.0,120.0,98.0,533.0,582.0,588.0,683.0,24.0,28.0,24.0,30.0,24.0,28.0,,,,
2016,179308,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179317,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179326,Required,No,Required,Recommended,24.0,5.0,411.0,90.0,430.0,550.0,430.0,550.0,19.0,25.0,19.0,26.0,18.0,25.0,,,,
2016,179344,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179450,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179511,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179539,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179548,Required,No,Required,Considered,16.0,10.0,153.0,96.0,458.0,615.0,440.0,570.0,20.0,25.0,19.0,26.0,17.0,23.0,,,,
2016,179557,Required,No,Required,Neither required nor recommended,40.0,2.0,1770.0,95.0,420.0,553.0,458.0,583.0,20.0,25.0,20.0,26.0,18.0,25.0,,,,
2016,179566,Required,No,Required,Neither required nor recommended,59.0,2.0,3109.0,97.0,465.0,615.0,490.0,613.0,21.0,26.0,21.0,28.0,20.0,26.0,,,,
2016,179645,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179715,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179812,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179867,Required,No,Recommended,Required,662.0,37.0,1286.0,72.0,690.0,770.0,710.0,800.0,32.0,34.0,33.0,35.0,30.0,35.0,,,,
2016,179894,Required,No,Required,Required,42.0,9.0,401.0,91.0,530.0,625.0,545.0,610.0,21.0,27.0,21.0,28.0,19.0,26.0,,,,
2016,179919,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,179946,Required,No,Required,Required,9.0,4.0,217.0,98.0,410.0,600.0,440.0,580.0,21.0,26.0,20.0,27.0,20.0,26.0,,,,
2016,179955,Required,No,Required,Recommended,19.0,8.0,224.0,93.0,480.0,665.0,500.0,620.0,22.0,28.0,22.0,30.0,22.0,27.0,,,,
2016,179964,Required,No,Required,Neither required nor recommended,19.0,10.0,183.0,92.0,440.0,560.0,420.0,560.0,19.0,25.0,19.0,26.0,18.0,25.0,,,,
2016,179991,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180054,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180063,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180081,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180090,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180106,Required,No,Required,Considered,169.0,50.0,240.0,71.0,490.0,600.0,500.0,620.0,22.0,28.0,22.0,27.0,21.0,27.0,,,,
2016,180151,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180160,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180179,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180197,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180203,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180212,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180249,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180258,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,180276,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180328,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180373,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180391,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180416,Required,No,Required,Neither required nor recommended,33.0,16.0,171.0,85.0,500.0,570.0,530.0,610.0,22.0,26.0,20.0,25.0,23.0,28.0,,,,
2016,180461,Required,No,Required,Neither required nor recommended,1103.0,31.0,2775.0,79.0,500.0,620.0,510.0,630.0,21.0,28.0,20.0,28.0,21.0,28.0,,,,
2016,180489,Required,No,Required,Neither required nor recommended,460.0,36.0,998.0,78.0,480.0,610.0,470.0,590.0,20.0,26.0,19.0,26.0,19.0,26.0,,,,
2016,180522,Required,No,Required,Neither required nor recommended,31.0,14.0,175.0,77.0,420.0,480.0,425.0,493.0,16.0,22.0,14.0,20.0,16.0,21.0,,,,
2016,180595,Required,No,Required,Recommended,56.0,26.0,172.0,79.0,440.0,553.0,438.0,553.0,20.0,24.0,18.0,24.0,17.0,24.0,,,,
2016,180647,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180692,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180771,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180814,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180832,Required,No,Required,Neither required nor recommended,0.0,0.0,29.0,100.0,,,,,21.0,26.0,21.0,26.0,19.0,24.0,,,,
2016,180878,Required,No,Required,Required,0.0,0.0,56.0,97.0,,,,,21.0,27.0,21.0,26.0,20.0,26.0,,,,
2016,180902,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180948,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180957,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,180984,Required,No,Required,Neither required nor recommended,58.0,18.0,292.0,90.0,440.0,535.0,450.0,568.0,20.0,27.0,19.0,26.0,19.0,26.0,,,,
2016,181002,Required,No,Required,Required,237.0,23.0,922.0,89.0,520.0,630.0,530.0,650.0,24.0,30.0,24.0,31.0,24.0,29.0,,,,
2016,181020,Required,No,Required,Required,7.0,2.0,285.0,94.0,440.0,520.0,490.0,590.0,21.0,26.0,20.0,26.0,19.0,26.0,,,,
2016,181093,Required,No,Required,Neither required nor recommended,4.0,10.0,31.0,79.0,398.0,598.0,315.0,518.0,17.0,25.0,16.0,25.0,16.0,23.0,,,,
2016,181127,Required,No,Required,Neither required nor recommended,30.0,11.0,261.0,94.0,460.0,500.0,430.0,510.0,20.0,26.0,19.0,25.0,18.0,26.0,,,,
2016,181136,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181145,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181190,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181215,Required,No,Neither required nor recommended,Neither required nor recommended,17.0,2.0,949.0,94.0,400.0,490.0,430.0,530.0,19.0,25.0,18.0,25.0,18.0,25.0,,,,
2016,181242,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181297,Required,No,Required,Neither required nor recommended,0.0,0.0,43.0,97.0,,,,,21.0,24.0,21.0,25.0,18.0,25.0,,,,
2016,181303,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181312,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181330,Required,No,Required,Recommended,37.0,11.0,307.0,90.0,420.0,520.0,420.0,535.0,19.0,24.0,17.0,24.0,17.0,23.0,,,,
2016,181376,Required,No,Required,Considered,0.0,0.0,27.0,100.0,,,,,3.0,8.0,1.0,6.0,1.0,9.0,,,,
2016,181394,Required,No,Recommended,Recommended,47.0,2.0,1964.0,95.0,460.0,590.0,470.0,620.0,19.0,26.0,18.0,26.0,17.0,25.0,,,,
2016,181400,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181419,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181428,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181446,Required,No,Required,Neither required nor recommended,10.0,2.0,414.0,99.0,470.0,590.0,480.0,640.0,21.0,27.0,21.0,27.0,22.0,27.0,,,,
2016,181464,Required,No,Neither required nor recommended,Neither required nor recommended,368.0,8.0,4439.0,91.0,480.0,630.0,510.0,650.0,22.0,28.0,21.0,29.0,21.0,28.0,,,,
2016,181491,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181534,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181543,Required,No,Recommended,Required,0.0,0.0,4.0,67.0,,,,,18.0,23.0,18.0,25.0,17.0,22.0,,,,
2016,181604,Recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,181640,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181738,Required,No,Required,Required,48.0,31.0,132.0,85.0,458.0,598.0,418.0,585.0,18.0,26.0,18.0,27.0,17.0,24.0,,,,
2016,181747,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181756,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181765,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181783,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181792,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181817,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181853,Required,No,Required,Considered,25.0,27.0,70.0,75.0,410.0,500.0,400.0,470.0,17.0,23.0,15.0,23.0,16.0,21.0,,,,
2016,181880,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,181941,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182005,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182111,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182148,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182281,Required,No,Required,Neither required nor recommended,2239.0,58.0,2764.0,72.0,450.0,560.0,450.0,570.0,19.0,24.0,17.0,24.0,17.0,24.0,,,,
2016,182290,Required,No,Required,Neither required nor recommended,2155.0,61.0,2844.0,80.0,480.0,590.0,490.0,610.0,21.0,26.0,20.0,26.0,20.0,26.0,,,,
2016,182306,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182458,Required,No,Required,Recommended,49.0,52.0,45.0,48.0,410.0,520.0,440.0,530.0,18.0,22.0,19.0,20.0,16.0,23.0,,,,
2016,182500,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182519,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182564,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182634,Neither required nor recommended,No,Required,Considered,,,,,,,,,,,,,,,,,,
2016,182652,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182661,Unreported,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182670,Required,No,Required,Required,591.0,53.0,530.0,47.0,670.0,780.0,680.0,780.0,30.0,34.0,31.0,35.0,29.0,35.0,,,,
2016,182704,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182722,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182795,Considered,No,Required,Required,328.0,52.0,65.0,10.0,430.0,530.0,440.0,540.0,17.0,20.0,18.0,23.0,17.0,23.0,,,,
2016,182829,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182865,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182892,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182917,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2016,182953,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,182980,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2016,182999,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183026,Neither required nor recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,183035,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183044,Required,No,Required,Required,2571.0,89.0,654.0,23.0,490.0,590.0,500.0,610.0,22.0,27.0,22.0,27.0,22.0,27.0,,,,
2016,183062,Considered,No,Required,Required,882.0,84.0,131.0,12.0,440.0,540.0,440.0,530.0,18.0,24.0,16.0,23.0,17.0,24.0,,,,
2016,183071,Required,No,Required,Required,52.0,91.0,6.0,12.0,480.0,610.0,500.0,610.0,22.0,26.0,22.0,28.0,19.0,29.0,,,,
2016,183080,Neither required nor recommended,No,Required,Considered,,,,,,,,,,,,,,,,,,
2016,183099,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183105,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183114,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183123,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183132,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183141,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183150,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183202,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183211,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2016,183239,Considered,No,Required,Required,318.0,61.0,95.0,18.0,520.0,610.0,530.0,610.0,23.0,28.0,22.0,27.0,22.0,28.0,,,,
2016,183248,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183257,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183275,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2016,183327,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183488,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,183600,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183655,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183725,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183743,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183789,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183804,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183822,Required,No,Required,Required,434.0,86.0,70.0,14.0,390.0,460.0,380.0,490.0,16.0,20.0,,,,,,,,
2016,183859,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183877,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183910,Required,No,Required,Recommended,381.0,95.0,80.0,20.0,410.0,520.0,440.0,550.0,18.0,23.0,17.0,24.0,16.0,23.0,,,,
2016,183938,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,183974,Required,No,Required,Recommended,240.0,86.0,52.0,19.0,410.0,520.0,420.0,530.0,15.0,21.0,14.0,21.0,16.0,23.0,,,,
2016,183983,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184047,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184056,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184092,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184153,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184180,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184205,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184278,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184348,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2016,184357,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184427,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184481,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184506,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184603,Required,No,Required,Required,333.0,88.0,50.0,13.0,430.0,530.0,440.0,540.0,17.0,22.0,,,,,,,,
2016,184612,Required,No,Required,Neither required nor recommended,292.0,92.0,71.0,23.0,390.0,500.0,400.0,510.0,16.0,21.0,14.0,20.0,16.0,21.0,,,,
2016,184694,Required,No,Required,Required,500.0,85.0,113.0,19.0,460.0,560.0,470.0,570.0,19.0,25.0,,,,,,,,
2016,184746,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184773,Required,No,Required,Considered,195.0,88.0,25.0,11.0,420.0,510.0,430.0,530.0,17.0,23.0,15.0,22.0,16.0,22.0,,,,
2016,184782,Required,No,Required,Recommended,1570.0,69.0,302.0,13.0,500.0,600.0,520.0,630.0,22.0,27.0,21.0,27.0,22.0,28.0,,,,
2016,184791,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184816,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184870,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,184959,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,184968,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,184995,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185129,Required,No,Required,Required,909.0,92.0,0.0,0.0,370.0,480.0,390.0,510.0,,,,,,,,,,
2016,185174,Neither required nor recommended,No,Recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,185262,Required,No,Required,Recommended,1171.0,77.0,166.0,11.0,410.0,500.0,420.0,510.0,17.0,22.0,,,,,,,,
2016,185332,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185396,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185466,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,185509,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185536,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185572,Required,No,Required,Required,920.0,85.0,167.0,15.0,460.0,550.0,470.0,570.0,21.0,25.0,,,,,,,,
2016,185590,Considered,No,Required,Required,,,,,,,,,,,,,,,,,,
2016,185624,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185651,Recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2016,185679,Recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2016,185721,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2016,185730,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185758,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185767,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185828,Required,No,Required,Required,923.0,84.0,277.0,25.0,520.0,630.0,590.0,680.0,23.0,29.0,22.0,29.0,25.0,30.0,,,,
2016,185873,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,185970,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186016,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186034,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186052,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186122,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186131,Required,No,Recommended,Required,948.0,73.0,592.0,45.0,690.0,790.0,710.0,800.0,32.0,35.0,33.0,35.0,31.0,35.0,,,,
2016,186186,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2016,186201,Required,No,Required,Recommended,854.0,91.0,242.0,26.0,480.0,590.0,490.0,600.0,21.0,26.0,20.0,26.0,20.0,26.0,,,,
2016,186274,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186283,Required,No,Required,Required,769.0,88.0,204.0,23.0,456.0,550.0,460.0,560.0,19.0,24.0,18.0,24.0,18.0,25.0,,,,
2016,186335,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186371,Required,No,Required,Neither required nor recommended,624.0,92.0,0.0,0.0,440.0,550.0,450.0,570.0,,,,,,,,,,
2016,186380,Required,No,Required,Neither required nor recommended,5725.0,89.0,0.0,0.0,530.0,650.0,580.0,700.0,,,,,,,,,,
2016,186399,Required,No,Required,Neither required nor recommended,1257.0,94.0,0.0,0.0,440.0,530.0,470.0,570.0,,,,,,,,,,
2016,186405,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186423,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186432,Considered,No,Required,Required,429.0,69.0,81.0,13.0,410.0,510.0,420.0,520.0,16.0,23.0,,,,,,,,
2016,186469,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2016,186584,Required,No,Required,Required,1041.0,84.0,410.0,33.0,530.0,620.0,540.0,630.0,23.0,27.0,22.0,27.0,22.0,27.0,,,,
