year,unitid,reqt_test_scores,open_admissions_policy,reqt_hs_gpa,reqt_recommendations,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2017,108348,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,108649,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,108667,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,108807,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,108852,Neither required nor recommended,No,Considered,Required,,,,,,,,,,,,,,,,,,
2017,108861,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,108870,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,108977,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109040,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109086,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,109208,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109350,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109651,Recommended,No,Recommended,Considered,,,,,,,,,,,,,,,,,,
2017,109721,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109730,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109785,Required,No,Required,Required,855.0,78.0,458.0,42.0,480.0,610.0,510.0,610.0,21.0,27.0,21.0,28.0,20.0,27.0,,,,
2017,109819,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109907,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,109934,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110060,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110097,Required,No,Required,Neither required nor recommended,666.0,75.0,386.0,43.0,543.0,658.0,520.0,640.0,21.0,28.0,22.0,29.0,20.0,27.0,,,,
2017,110194,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110219,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110246,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110307,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110316,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110334,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110361,Required,No,Required,Required,1085.0,77.0,580.0,41.0,500.0,600.0,480.0,590.0,19.0,25.0,17.0,25.0,17.0,24.0,,,,
2017,110370,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,110398,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110404,Required,No,Recommended,Required,152.0,65.0,131.0,56.0,750.0,790.0,780.0,800.0,34.0,35.0,34.0,36.0,35.0,36.0,,,,
2017,110413,Required,No,Required,Required,445.0,70.0,263.0,41.0,540.0,620.0,520.0,610.0,21.0,27.0,21.0,28.0,20.0,27.0,,,,
2017,110422,Required,No,Required,Neither required nor recommended,3670.0,70.0,3596.0,68.0,600.0,680.0,600.0,700.0,26.0,31.0,25.0,33.0,26.0,32.0,,,,
2017,110468,Neither required nor recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,110486,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,110495,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,110501,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110510,Required,No,Required,Neither required nor recommended,2429.0,97.0,1021.0,41.0,460.0,550.0,450.0,540.0,16.0,21.0,15.0,20.0,16.0,22.0,,,,
2017,110529,Required,No,Required,Neither required nor recommended,3398.0,90.0,978.0,26.0,500.0,610.0,510.0,620.0,20.0,27.0,19.0,26.0,19.0,27.0,,,,
2017,110538,Required,No,Required,Neither required nor recommended,2379.0,85.0,1188.0,42.0,500.0,590.0,490.0,580.0,19.0,25.0,17.0,24.0,18.0,25.0,,,,
2017,110547,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,110556,Required,No,Required,Neither required nor recommended,3321.0,96.0,1298.0,38.0,460.0,560.0,450.0,550.0,16.0,22.0,15.0,22.0,16.0,23.0,,,,
2017,110565,Required,No,Required,Neither required nor recommended,4075.0,92.0,1695.0,38.0,510.0,590.0,510.0,590.0,19.0,24.0,18.0,24.0,18.0,25.0,,,,
2017,110574,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,110583,Required,No,Required,Neither required nor recommended,3840.0,93.0,1277.0,31.0,510.0,610.0,510.0,620.0,20.0,26.0,19.0,26.0,19.0,27.0,,,,
2017,110592,Required,No,Required,Neither required nor recommended,3382.0,95.0,1462.0,41.0,450.0,540.0,440.0,540.0,15.0,20.0,14.0,20.0,16.0,21.0,,,,
2017,110608,Required,No,Required,Neither required nor recommended,4777.0,91.0,1256.0,24.0,460.0,570.0,450.0,550.0,17.0,22.0,15.0,22.0,16.0,23.0,,,,
2017,110617,Required,No,Required,Neither required nor recommended,3269.0,91.0,1000.0,28.0,470.0,570.0,470.0,570.0,17.0,23.0,16.0,23.0,17.0,24.0,,,,
2017,110635,Required,No,Required,Considered,4674.0,73.0,3713.0,58.0,630.0,720.0,630.0,760.0,30.0,34.0,29.0,35.0,28.0,35.0,,,,
2017,110644,Required,No,Required,Neither required nor recommended,4766.0,81.0,3280.0,56.0,560.0,660.0,570.0,700.0,25.0,32.0,23.0,31.0,25.0,31.0,,,,
2017,110653,Required,No,Required,Neither required nor recommended,5649.0,86.0,3251.0,50.0,580.0,650.0,590.0,700.0,25.0,32.0,23.0,30.0,25.0,31.0,,,,
2017,110662,Required,No,Required,Neither required nor recommended,4610.0,76.0,3758.0,62.0,620.0,710.0,600.0,740.0,29.0,34.0,28.0,35.0,27.0,34.0,,,,
2017,110671,Required,No,Required,Neither required nor recommended,4168.0,91.0,2335.0,51.0,550.0,640.0,540.0,660.0,23.0,29.0,22.0,29.0,22.0,28.0,,,,
2017,110680,Required,No,Required,Neither required nor recommended,4768.0,84.0,2954.0,52.0,600.0,680.0,610.0,730.0,27.0,33.0,25.0,33.0,27.0,33.0,,,,
2017,110699,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110705,Required,No,Required,Neither required nor recommended,3423.0,75.0,2682.0,59.0,600.0,680.0,590.0,720.0,28.0,33.0,26.0,34.0,26.0,32.0,,,,
2017,110714,Required,No,Required,Neither required nor recommended,3252.0,80.0,2076.0,51.0,580.0,660.0,580.0,680.0,26.0,31.0,24.0,31.0,25.0,30.0,,,,
2017,110778,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110875,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,110918,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,111009,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111054,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111081,Neither required nor recommended,No,Considered,Required,,,,,,,,,,,,,,,,,,
2017,111188,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,111391,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111434,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111461,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111513,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111638,Neither required nor recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,111708,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111717,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111726,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111744,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111762,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111799,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111887,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111896,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111920,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111939,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,111948,Required,No,Required,Required,959.0,57.0,1072.0,63.0,600.0,680.0,590.0,680.0,25.0,30.0,25.0,32.0,24.0,29.0,,,,
2017,111966,Considered,No,Considered,Neither required nor recommended,6.0,38.0,0.0,0.0,510.0,620.0,565.0,588.0,,,,,,,,,,
2017,112075,Required,No,Required,Considered,229.0,70.0,154.0,47.0,510.0,610.0,500.0,590.0,20.0,26.0,20.0,26.0,18.0,26.0,,,,
2017,112084,Required,No,Required,Neither required nor recommended,40.0,57.0,27.0,39.0,430.0,500.0,420.0,480.0,16.0,22.0,15.0,22.0,16.0,19.0,,,,
2017,112127,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112172,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112181,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112190,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112251,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112260,Required,No,Recommended,Required,160.0,45.0,233.0,66.0,660.0,740.0,680.0,770.0,30.0,34.0,30.0,35.0,28.0,34.0,,,,
2017,112288,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112367,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112376,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112385,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112394,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2017,112446,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112455,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112525,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112561,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112570,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,112686,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112817,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,112826,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113096,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113111,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113193,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113218,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113236,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113333,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113449,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113537,Unreported,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113573,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113582,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,113634,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113698,Required,No,Required,Required,203.0,84.0,105.0,43.0,530.0,620.0,510.0,595.0,20.0,25.0,20.0,25.0,19.0,25.0,,,,
2017,113704,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113856,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,113980,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114044,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114114,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114123,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114266,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114354,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,114390,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,114415,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,114433,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114460,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114549,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114585,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114628,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114637,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114716,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114734,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114761,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114789,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114813,Required,No,Required,Required,149.0,75.0,72.0,36.0,493.0,580.0,485.0,560.0,18.0,22.0,16.0,22.0,16.0,22.0,,,,
2017,114831,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114840,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114859,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114938,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,114947,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115001,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115010,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115083,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,115126,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115214,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115287,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115296,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115357,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115393,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115409,Required,No,Considered,Required,148.0,66.0,132.0,59.0,720.0,770.0,750.0,800.0,33.0,35.0,33.0,35.0,33.0,35.0,,,,
2017,115658,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115728,Required,No,Required,Required,144.0,81.0,54.0,31.0,280.0,330.0,450.0,540.0,17.0,22.0,16.0,23.0,16.0,22.0,,,,
2017,115746,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115755,Required,No,Required,Neither required nor recommended,1075.0,89.0,471.0,39.0,490.0,590.0,470.0,570.0,18.0,24.0,17.0,24.0,17.0,24.0,,,,
2017,115773,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115861,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,115931,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116226,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116350,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116439,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116466,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116475,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116484,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116563,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116712,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,116846,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,117052,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117104,Required,No,Required,Required,63.0,72.0,23.0,26.0,465.0,593.0,428.0,540.0,16.0,21.0,15.0,21.0,15.0,19.0,,,,
2017,117113,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117140,Required,No,Required,Required,542.0,89.0,134.0,22.0,510.0,600.0,510.0,593.0,19.0,25.0,18.0,24.0,18.0,25.0,,,,
2017,117168,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2017,117195,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117238,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117247,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117274,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117520,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117548,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117557,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117575,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117627,Required,No,Required,Neither required nor recommended,359.0,82.0,144.0,33.0,440.0,601.0,430.0,520.0,16.0,22.0,15.0,22.0,16.0,21.0,,,,
2017,117636,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117645,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117672,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117681,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117690,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117706,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117715,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117724,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117733,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117751,Required,No,Required,Required,102.0,62.0,65.0,40.0,520.0,640.0,510.0,600.0,20.0,23.0,19.0,23.0,16.0,24.0,,,,
2017,117788,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117803,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117867,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117894,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117900,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117928,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,117946,Required,No,Required,Required,826.0,57.0,807.0,56.0,600.0,680.0,580.0,680.0,26.0,31.0,27.0,33.0,25.0,29.0,,,,
2017,117955,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118134,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118143,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118161,Neither required nor recommended,No,Neither required nor recommended,Required,,,,,,,,,,,,,,,,,,
2017,118189,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118198,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,118259,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118277,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118286,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118347,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118541,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118684,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118693,Required,No,Required,Required,69.0,34.0,24.0,11.0,498.0,585.0,510.0,580.0,18.0,25.0,15.0,23.0,17.0,24.0,,,,
2017,118718,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118772,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118888,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2017,118912,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118930,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118958,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118967,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118976,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,118994,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119058,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119067,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119137,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119164,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119173,Required,No,Required,Required,429.0,89.0,73.0,15.0,470.0,570.0,450.0,550.0,16.0,21.0,,,,,,,,
2017,119216,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119270,Recommended,No,Recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,119331,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119553,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119605,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119678,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119775,Neither required nor recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,119845,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,119951,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120023,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120069,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120078,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,120087,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120184,Required,No,Required,Required,130.0,76.0,75.0,44.0,460.0,560.0,450.0,550.0,15.0,22.0,14.0,21.0,16.0,20.0,,,,
2017,120254,Required,No,Considered,Required,313.0,55.0,315.0,56.0,650.0,720.0,630.0,720.0,27.0,32.0,29.0,34.0,26.0,31.0,,,,
2017,120272,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120290,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120342,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120403,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2017,120421,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120537,Required,No,Required,Required,71.0,81.0,15.0,17.0,450.0,550.0,460.0,550.0,17.0,26.0,15.0,23.0,16.0,23.0,,,,
2017,120661,Neither required nor recommended,No,Neither required nor recommended,Recommended,,,,,,,,,,,,,,,,,,
2017,120698,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120768,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120795,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120838,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120865,Required,No,Required,Required,157.0,77.0,74.0,36.0,480.0,590.0,470.0,560.0,18.0,24.0,16.0,26.0,17.0,25.0,,,,
2017,120883,Required,No,Required,Recommended,703.0,78.0,405.0,45.0,540.0,650.0,530.0,680.0,22.0,30.0,21.0,31.0,22.0,30.0,,,,
2017,120953,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,120971,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121017,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121044,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121150,Required,No,Required,Required,518.0,60.0,495.0,57.0,600.0,690.0,600.0,700.0,26.0,31.0,26.0,34.0,25.0,30.0,,,,
2017,121178,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121257,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2017,121275,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121309,Required,No,Required,Required,419.0,68.0,350.0,57.0,560.0,650.0,540.0,640.0,23.0,28.0,23.0,29.0,22.0,27.0,,,,
2017,121345,Required,No,Considered,Required,214.0,52.0,271.0,66.0,690.0,760.0,680.0,770.0,30.0,34.0,32.0,35.0,28.0,34.0,,,,
2017,121363,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121433,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121619,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121628,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121637,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121691,Required,No,Required,Required,496.0,68.0,234.0,32.0,540.0,630.0,530.0,620.0,23.0,28.0,23.0,28.0,21.0,27.0,,,,
2017,121707,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121859,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121868,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121886,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121901,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121983,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2017,121992,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
